SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018
50,3,7,48,277,Texas,Lamar County,49729
50,3,7,48,279,Texas,Lamb County,13103
50,3,7,48,281,Texas,Lampasas County,21134
50,3,7,48,283,Texas,La Salle County,7493
50,3,7,48,285,Texas,Lavaca County,20114
50,3,7,48,287,Texas,Lee County,17097
50,3,7,48,289,Texas,Leon County,17260
50,3,7,48,291,Texas,Liberty County,85802
50,3,7,48,293,Texas,Limestone County,23343
50,3,7,48,295,Texas,Lipscomb County,3342
50,3,7,48,297,Texas,Live Oak County,12148
50,3,7,48,299,Texas,Llano County,21600
50,3,7,48,301,Texas,Loving County,148
50,3,7,48,303,Texas,Lubbock County,307627
50,3,7,48,305,Texas,Lynn County,5848
50,3,7,48,307,Texas,McCulloch County,7982
50,3,7,48,309,Texas,McLennan County,254196
50,3,7,48,311,Texas,McMullen County,731
50,3,7,48,313,Texas,Madison County,14363
50,3,7,48,315,Texas,Marion County,9915
50,3,7,48,317,Texas,Martin County,5681
50,3,7,48,319,Texas,Mason County,4259
50,3,7,48,321,Texas,Matagorda County,36566
50,3,7,48,323,Texas,Maverick County,58276
50,3,7,48,325,Texas,Medina County,50862
50,3,7,48,327,Texas,Menard County,2120
50,3,7,48,329,Texas,Midland County,172505
50,3,7,48,331,Texas,Milam County,25045
50,3,7,48,333,Texas,Mills County,4883
50,3,7,48,335,Texas,Mitchell County,8525
50,3,7,48,337,Texas,Montague County,19584
50,3,7,48,339,Texas,Montgomery County,589770
50,3,7,48,341,Texas,Moore County,21083
50,3,7,48,343,Texas,Morris County,12303
50,3,7,48,345,Texas,Motley County,1232
50,3,7,48,347,Texas,Nacogdoches County,65161
50,3,7,48,349,Texas,Navarro County,49536
50,3,7,48,351,Texas,Newton County,13751
50,3,7,48,353,Texas,Nolan County,14799
50,3,7,48,355,Texas,Nueces County,362026
50,3,7,48,357,Texas,Ochiltree County,9866
50,3,7,48,359,Texas,Oldham County,2118
50,3,7,48,361,Texas,Orange County,83474
50,3,7,48,363,Texas,Palo Pinto County,28874
50,3,7,48,365,Texas,Panola County,23142
50,3,7,48,367,Texas,Parker County,138070
50,3,7,48,369,Texas,Parmer County,9719
50,3,7,48,371,Texas,Pecos County,15709
50,3,7,48,373,Texas,Polk County,49955
50,3,7,48,375,Texas,Potter County,118711
50,3,7,48,377,Texas,Presidio County,6856
50,3,7,48,379,Texas,Rains County,12147
50,3,7,48,381,Texas,Randall County,135691
50,3,7,48,383,Texas,Reagan County,3736
50,3,7,48,385,Texas,Real County,3477
50,3,7,48,387,Texas,Red River County,12143
50,3,7,48,389,Texas,Reeves County,15513
50,3,7,48,391,Texas,Refugio County,7000
50,3,7,48,393,Texas,Roberts County,898
50,3,7,48,395,Texas,Robertson County,17219
50,3,7,48,397,Texas,Rockwall County,100546
50,3,7,48,399,Texas,Runnels County,10178
50,3,7,48,401,Texas,Rusk County,54301
50,3,7,48,403,Texas,Sabine County,10576
50,3,7,48,405,Texas,San Augustine County,8254
50,3,7,48,407,Texas,San Jacinto County,28717
50,3,7,48,409,Texas,San Patricio County,66671
50,3,7,48,411,Texas,San Saba County,6060
50,3,7,48,413,Texas,Schleicher County,2880
50,3,7,48,415,Texas,Scurry County,16812
50,3,7,48,417,Texas,Shackelford County,3256
50,3,7,48,419,Texas,Shelby County,25307
50,3,7,48,421,Texas,Sherman County,3101
50,3,7,48,423,Texas,Smith County,229749
50,3,7,48,425,Texas,Somervell County,9030
50,3,7,48,427,Texas,Starr County,64249
50,3,7,48,429,Texas,Stephens County,9405
50,3,7,48,431,Texas,Sterling County,1304
50,3,7,48,433,Texas,Stonewall County,1352
50,3,7,48,435,Texas,Sutton County,3752
50,3,7,48,437,Texas,Swisher County,7413
50,3,7,48,439,Texas,Tarrant County,2081446
50,3,7,48,441,Texas,Taylor County,137294
50,3,7,48,443,Texas,Terrell County,810
50,3,7,48,445,Texas,Terry County,12344
50,3,7,48,447,Texas,Throckmorton County,1504
50,3,7,48,449,Texas,Titus County,32743
50,3,7,48,451,Texas,Tom Green County,118014
50,3,7,48,453,Texas,Travis County,1246572
50,3,7,48,455,Texas,Trinity County,14688
50,3,7,48,457,Texas,Tyler County,21609
50,3,7,48,459,Texas,Upshur County,41179
50,3,7,48,461,Texas,Upton County,3637
50,3,7,48,463,Texas,Uvalde County,26787
50,3,7,48,465,Texas,Val Verde County,48988
50,3,7,48,467,Texas,Van Zandt County,55966
50,3,7,48,469,Texas,Victoria County,91878
50,3,7,48,471,Texas,Walker County,73136
50,3,7,48,473,Texas,Waller County,53512
50,3,7,48,475,Texas,Ward County,11709
50,3,7,48,477,Texas,Washington County,35496
50,3,7,48,479,Texas,Webb County,275120
50,3,7,48,481,Texas,Wharton County,41499
50,3,7,48,483,Texas,Wheeler County,5158
50,3,7,48,485,Texas,Wichita County,131807
50,3,7,48,487,Texas,Wilbarger County,12777
50,3,7,48,489,Texas,Willacy County,21450
50,3,7,48,491,Texas,Williamson County,566463
50,3,7,48,493,Texas,Wilson County,50196
50,3,7,48,495,Texas,Winkler County,7778
50,3,7,48,497,Texas,Wise County,68284
50,3,7,48,499,Texas,Wood County,45157
50,3,7,48,501,Texas,Yoakum County,8590
50,3,7,48,503,Texas,Young County,17986
50,3,7,48,505,Texas,Zapata County,14149
50,3,7,48,507,Texas,Zavala County,11969
40,4,8,49,0,Utah,Utah,3153550
50,4,8,49,1,Utah,Beaver County,6625
50,4,8,49,3,Utah,Box Elder County,54906
50,4,8,49,5,Utah,Cache County,126400
50,4,8,49,7,Utah,Carbon County,20233
50,4,8,49,9,Utah,Daggett County,974
50,4,8,49,11,Utah,Davis County,351101
50,4,8,49,13,Utah,Duchesne County,19943
50,4,8,49,15,Utah,Emery County,10003
50,4,8,49,17,Utah,Garfield County,5002
50,4,8,49,19,Utah,Grand County,9686
50,4,8,49,21,Utah,Iron County,52678
50,4,8,49,23,Utah,Juab County,11629
50,4,8,49,25,Utah,Kane County,7677
50,4,8,49,27,Utah,Millard County,12987
50,4,8,49,29,Utah,Morgan County,11956
50,4,8,49,31,Utah,Piute County,1438
50,4,8,49,33,Utah,Rich County,2456
50,4,8,49,35,Utah,Salt Lake County,1148692
50,4,8,49,37,Utah,San Juan County,15358
50,4,8,49,39,Utah,Sanpete County,30503
50,4,8,49,41,Utah,Sevier County,21497
50,4,8,49,43,Utah,Summit County,41890
50,4,8,49,45,Utah,Tooele County,69989
50,4,8,49,47,Utah,Uintah County,35405
50,4,8,49,49,Utah,Utah County,621520
50,4,8,49,51,Utah,Wasatch County,33067
50,4,8,49,53,Utah,Washington County,171567
50,4,8,49,55,Utah,Wayne County,2671
50,4,8,49,57,Utah,Weber County,255697
40,1,1,50,0,Vermont,Vermont,624358
50,1,1,50,1,Vermont,Addison County,36873
50,1,1,50,3,Vermont,Bennington County,35520
50,1,1,50,5,Vermont,Caledonia County,30236
50,1,1,50,7,Vermont,Chittenden County,163571
50,1,1,50,9,Vermont,Essex County,6234
50,1,1,50,11,Vermont,Franklin County,49258
50,1,1,50,13,Vermont,Grand Isle County,7110
50,1,1,50,15,Vermont,Lamoille County,25295
50,1,1,50,17,Vermont,Orange County,28888
50,1,1,50,19,Vermont,Orleans County,26859
50,1,1,50,21,Vermont,Rutland County,58596
50,1,1,50,23,Vermont,Washington County,58079
50,1,1,50,25,Vermont,Windham County,42635
50,1,1,50,27,Vermont,Windsor County,55204
40,3,5,51,0,Virginia,Virginia,8501286
50,3,5,51,1,Virginia,Accomack County,32581
50,3,5,51,3,Virginia,Albemarle County,108377
50,3,5,51,5,Virginia,Alleghany County,14986
50,3,5,51,7,Virginia,Amelia County,13057
50,3,5,51,9,Virginia,Amherst County,31684
50,3,5,51,11,Virginia,Appomattox County,15881
50,3,5,51,13,Virginia,Arlington County,236025
50,3,5,51,15,Virginia,Augusta County,75535
50,3,5,51,17,Virginia,Bath County,4253
50,3,5,51,19,Virginia,Bedford County,78882
50,3,5,51,21,Virginia,Bland County,6303
50,3,5,51,23,Virginia,Botetourt County,33352
50,3,5,51,25,Virginia,Brunswick County,16336
50,3,5,51,27,Virginia,Buchanan County,21369
50,3,5,51,29,Virginia,Buckingham County,17043
50,3,5,51,31,Virginia,Campbell County,55137
50,3,5,51,33,Virginia,Caroline County,30751
50,3,5,51,35,Virginia,Carroll County,29741
50,3,5,51,36,Virginia,Charles City County,7000
50,3,5,51,37,Virginia,Charlotte County,11944
50,3,5,51,41,Virginia,Chesterfield County,348281
50,3,5,51,43,Virginia,Clarke County,14511
50,3,5,51,45,Virginia,Craig County,5102
50,3,5,51,47,Virginia,Culpeper County,51795
50,3,5,51,49,Virginia,Cumberland County,9857
50,3,5,51,51,Virginia,Dickenson County,14526
50,3,5,51,53,Virginia,Dinwiddie County,28633
50,3,5,51,57,Virginia,Essex County,10896
50,3,5,51,59,Virginia,Fairfax County,1172188
50,3,5,51,61,Virginia,Fauquier County,70642
50,3,5,51,63,Virginia,Floyd County,15790
50,3,5,51,65,Virginia,Fluvanna County,26898
50,3,5,51,67,Virginia,Franklin County,64280
50,3,5,51,69,Virginia,Frederick County,88173
50,3,5,51,71,Virginia,Giles County,16799
50,3,5,51,73,Virginia,Gloucester County,37341
50,3,5,51,75,Virginia,Goochland County,23219
50,3,5,51,77,Virginia,Grayson County,15635
50,3,5,51,79,Virginia,Greene County,19692
50,3,5,51,81,Virginia,Greensville County,11432
50,3,5,51,83,Virginia,Halifax County,34181
50,3,5,51,85,Virginia,Hanover County,106886
50,3,5,51,87,Virginia,Henrico County,328993
50,3,5,51,89,Virginia,Henry County,51050
50,3,5,51,91,Virginia,Highland County,2208
50,3,5,51,93,Virginia,Isle of Wight County,36972
50,3,5,51,95,Virginia,James City County,76033
50,3,5,51,97,Virginia,King and Queen County,7045
50,3,5,51,99,Virginia,King George County,26612
50,3,5,51,101,Virginia,King William County,16919
50,3,5,51,103,Virginia,Lancaster County,10696
50,3,5,51,105,Virginia,Lee County,23656
50,3,5,51,107,Virginia,Loudoun County,405522
50,3,5,51,109,Virginia,Louisa County,36784
50,3,5,51,111,Virginia,Lunenburg County,12215
50,3,5,51,113,Virginia,Madison County,13248
50,3,5,51,115,Virginia,Mathews County,8792
50,3,5,51,117,Virginia,Mecklenburg County,30624
50,3,5,51,119,Virginia,Middlesex County,10733
50,3,5,51,121,Virginia,Montgomery County,98532
50,3,5,51,125,Virginia,Nelson County,14862
50,3,5,51,127,Virginia,New Kent County,22317
50,3,5,51,131,Virginia,Northampton County,11761
50,3,5,51,133,Virginia,Northumberland County,12168
50,3,5,51,135,Virginia,Nottoway County,15400
50,3,5,51,137,Virginia,Orange County,36598
50,3,5,51,139,Virginia,Page County,23972
50,3,5,51,141,Virginia,Patrick County,17663
50,3,5,51,143,Virginia,Pittsylvania County,60901
50,3,5,51,145,Virginia,Powhatan County,29210
50,3,5,51,147,Virginia,Prince Edward County,22906
50,3,5,51,149,Virginia,Prince George County,37993
50,3,5,51,153,Virginia,Prince William County,466235
50,3,5,51,155,Virginia,Pulaski County,34060
50,3,5,51,157,Virginia,Rappahannock County,7345
50,3,5,51,159,Virginia,Richmond County,238191
50,3,5,51,161,Virginia,Roanoke County,193095
50,3,5,51,163,Virginia,Rockbridge County,22761
50,3,5,51,165,Virginia,Rockingham County,81261
50,3,5,51,167,Virginia,Russell County,26795
50,3,5,51,169,Virginia,Scott County,21672
50,3,5,51,171,Virginia,Shenandoah County,43473
50,3,5,51,173,Virginia,Smyth County,30454
50,3,5,51,175,Virginia,Southampton County,17713
50,3,5,51,177,Virginia,Spotsylvania County,134011
50,3,5,51,179,Virginia,Stafford County,149824
50,3,5,51,181,Virginia,Surry County,6463
50,3,5,51,183,Virginia,Sussex County,11241
50,3,5,51,185,Virginia,Tazewell County,41058
50,3,5,51,187,Virginia,Warren County,40006
50,3,5,51,191,Virginia,Washington County,54067
50,3,5,51,193,Virginia,Westmoreland County,17817
50,3,5,51,195,Virginia,Wise County,37875
50,3,5,51,197,Virginia,Wythe County,28698
50,3,5,51,199,Virginia,York County,67976
50,3,5,51,510,Virginia,Alexandria city,159069
50,3,5,51,520,Virginia,Bristol city,16685
50,3,5,51,530,Virginia,Buena Vista city,6494
50,3,5,51,540,Virginia,Charlottesville city,47506
50,3,5,51,550,Virginia,Chesapeake city,242359
50,3,5,51,570,Virginia,Colonial Heights city,17504
50,3,5,51,580,Virginia,Covington city,5578
50,3,5,51,590,Virginia,Danville city,40649
50,3,5,51,595,Virginia,Emporia city,5363
50,3,5,51,610,Virginia,Falls Church city,14467
50,3,5,51,630,Virginia,Fredericksburg city,29171
50,3,5,51,640,Virginia,Galax city,6348
50,3,5,51,650,Virginia,Hampton city,134330
50,3,5,51,660,Virginia,Harrisonburg city,53488
50,3,5,51,670,Virginia,Hopewell city,22478
50,3,5,51,678,Virginia,Lexington city,7297
50,3,5,51,680,Virginia,Lynchburg city,81309
50,3,5,51,683,Virginia,Manassas city,41046
50,3,5,51,685,Virginia,Manassas Park city,17718
50,3,5,51,690,Virginia,Martinsville city,12627
50,3,5,51,700,Virginia,Newport News city,178523
50,3,5,51,710,Virginia,Norfolk city,243585
50,3,5,51,720,Virginia,Norton city,3972
50,3,5,51,730,Virginia,Petersburg city,31056
50,3,5,51,735,Virginia,Poquoson city,12169
50,3,5,51,740,Virginia,Portsmouth city,94750
50,3,5,51,750,Virginia,Radford city,18101
50,3,5,51,775,Virginia,Salem city,25293
50,3,5,51,790,Virginia,Staunton city,24562
50,3,5,51,800,Virginia,Suffolk city,90975
50,3,5,51,810,Virginia,Virginia Beach city,449849
50,3,5,51,820,Virginia,Waynesboro city,22531
50,3,5,51,830,Virginia,Williamsburg city,15002
50,3,5,51,840,Virginia,Winchester city,27962
40,4,9,53,0,Washington,Washington,7523869
50,4,9,53,1,Washington,Adams County,19736
50,4,9,53,3,Washington,Asotin County,22616
50,4,9,53,5,Washington,Benton County,201286
50,4,9,53,7,Washington,Chelan County,76752
50,4,9,53,9,Washington,Clallam County,76551
50,4,9,53,11,Washington,Clark County,481427
50,4,9,53,13,Washington,Columbia County,4039
50,4,9,53,15,Washington,Cowlitz County,108752
50,4,9,53,17,Washington,Douglas County,42749
50,4,9,53,19,Washington,Ferry County,7638
50,4,9,53,21,Washington,Franklin County,94003
50,4,9,53,23,Washington,Garfield County,2240
50,4,9,53,25,Washington,Grant County,96672
50,4,9,53,27,Washington,Grays Harbor County,73801
50,4,9,53,29,Washington,Island County,84227
50,4,9,53,31,Washington,Jefferson County,31746
50,4,9,53,33,Washington,King County,2228364
50,4,9,53,35,Washington,Kitsap County,269276
50,4,9,53,37,Washington,Kittitas County,47358
50,4,9,53,39,Washington,Klickitat County,22136
50,4,9,53,41,Washington,Lewis County,79569
50,4,9,53,43,Washington,Lincoln County,10726
50,4,9,53,45,Washington,Mason County,65380
50,4,9,53,47,Washington,Okanogan County,42117
50,4,9,53,49,Washington,Pacific County,22074
50,4,9,53,51,Washington,Pend Oreille County,13586
50,4,9,53,53,Washington,Pierce County,893756
50,4,9,53,55,Washington,San Juan County,17124
50,4,9,53,57,Washington,Skagit County,127835
50,4,9,53,59,Washington,Skamania County,11919
50,4,9,53,61,Washington,Snohomish County,813059
50,4,9,53,63,Washington,Spokane County,513603
50,4,9,53,65,Washington,Stevens County,45224
50,4,9,53,67,Washington,Thurston County,286056
50,4,9,53,69,Washington,Wahkiakum County,4415
50,4,9,53,71,Washington,Walla Walla County,60615
50,4,9,53,73,Washington,Whatcom County,225197
50,4,9,53,75,Washington,Whitman County,49683
50,4,9,53,77,Washington,Yakima County,250562
40,3,5,54,0,West Virginia,West Virginia,1804291
50,3,5,54,1,West Virginia,Barbour County,16487
50,3,5,54,3,West Virginia,Berkeley County,117236
50,3,5,54,5,West Virginia,Boone County,21953
50,3,5,54,7,West Virginia,Braxton County,14076
50,3,5,54,9,West Virginia,Brooke County,22129
50,3,5,54,11,West Virginia,Cabell County,93035
50,3,5,54,13,West Virginia,Calhoun County,7217
50,3,5,54,15,West Virginia,Clay County,8639
50,3,5,54,17,West Virginia,Doddridge County,8556
50,3,5,54,19,West Virginia,Fayette County,42982
50,3,5,54,21,West Virginia,Gilmer County,7898
50,3,5,54,23,West Virginia,Grant County,11630
50,3,5,54,25,West Virginia,Greenbrier County,34792
50,3,5,54,27,West Virginia,Hampshire County,23357
50,3,5,54,29,West Virginia,Hancock County,29079
50,3,5,54,31,West Virginia,Hardy County,13764
50,3,5,54,33,West Virginia,Harrison County,67494
50,3,5,54,35,West Virginia,Jackson County,28695
50,3,5,54,37,West Virginia,Jefferson County,56890
50,3,5,54,39,West Virginia,Kanawha County,180410
50,3,5,54,41,West Virginia,Lewis County,16017
50,3,5,54,43,West Virginia,Lincoln County,20583
50,3,5,54,45,West Virginia,Logan County,32609
50,3,5,54,47,West Virginia,McDowell County,18221
50,3,5,54,49,West Virginia,Marion County,56091
50,3,5,54,51,West Virginia,Marshall County,30821
50,3,5,54,53,West Virginia,Mason County,26752
50,3,5,54,55,West Virginia,Mercer County,59202
50,3,5,54,57,West Virginia,Mineral County,26953
50,3,5,54,59,West Virginia,Mingo County,23851
50,3,5,54,61,West Virginia,Monongalia County,105651
50,3,5,54,63,West Virginia,Monroe County,13289
50,3,5,54,65,West Virginia,Morgan County,17830
50,3,5,54,67,West Virginia,Nicholas County,24835
50,3,5,54,69,West Virginia,Ohio County,41705
50,3,5,54,71,West Virginia,Pendleton County,6984
50,3,5,54,73,West Virginia,Pleasants County,7505
50,3,5,54,75,West Virginia,Pocahontas County,8408
50,3,5,54,77,West Virginia,Preston County,33553
50,3,5,54,79,West Virginia,Putnam County,56642
50,3,5,54,81,West Virginia,Raleigh County,74172
50,3,5,54,83,West Virginia,Randolph County,28814
50,3,5,54,85,West Virginia,Ritchie County,9748
50,3,5,54,87,West Virginia,Roane County,13918
50,3,5,54,89,West Virginia,Summers County,12672
50,3,5,54,91,West Virginia,Taylor County,16828
50,3,5,54,93,West Virginia,Tucker County,6937
50,3,5,54,95,West Virginia,Tyler County,8740
50,3,5,54,97,West Virginia,Upshur County,24372
50,3,5,54,99,West Virginia,Wayne County,39961
50,3,5,54,101,West Virginia,Webster County,8274
50,3,5,54,103,West Virginia,Wetzel County,15259
50,3,5,54,105,West Virginia,Wirt County,5811
50,3,5,54,107,West Virginia,Wood County,84180
50,3,5,54,109,West Virginia,Wyoming County,20784
40,2,3,55,0,Wisconsin,Wisconsin,5807406
50,2,3,55,1,Wisconsin,Adams County,20341
50,2,3,55,3,Wisconsin,Ashland County,15587
50,2,3,55,5,Wisconsin,Barron County,45150
50,2,3,55,7,Wisconsin,Bayfield County,15026
50,2,3,55,9,Wisconsin,Brown County,263165
50,2,3,55,11,Wisconsin,Buffalo County,13114
50,2,3,55,13,Wisconsin,Burnett County,15374
50,2,3,55,15,Wisconsin,Calumet County,50132
50,2,3,55,17,Wisconsin,Chippewa County,64109
50,2,3,55,19,Wisconsin,Clark County,34705
50,2,3,55,21,Wisconsin,Columbia County,57333
50,2,3,55,23,Wisconsin,Crawford County,16265
50,2,3,55,25,Wisconsin,Dane County,541948
50,2,3,55,27,Wisconsin,Dodge County,87833
50,2,3,55,29,Wisconsin,Door County,27589
50,2,3,55,31,Wisconsin,Douglas County,43143
50,2,3,55,33,Wisconsin,Dunn County,45091
50,2,3,55,35,Wisconsin,Eau Claire County,104355
50,2,3,55,37,Wisconsin,Florence County,4294
50,2,3,55,39,Wisconsin,Fond du Lac County,103001
50,2,3,55,41,Wisconsin,Forest County,8977
50,2,3,55,43,Wisconsin,Grant County,51444
50,2,3,55,45,Wisconsin,Green County,36924
50,2,3,55,47,Wisconsin,Green Lake County,18849
50,2,3,55,49,Wisconsin,Iowa County,23722
50,2,3,55,51,Wisconsin,Iron County,5687
50,2,3,55,53,Wisconsin,Jackson County,20472
50,2,3,55,55,Wisconsin,Jefferson County,85049
50,2,3,55,57,Wisconsin,Juneau County,26593
50,2,3,55,59,Wisconsin,Kenosha County,168926
50,2,3,55,61,Wisconsin,Kewaunee County,20395
50,2,3,55,63,Wisconsin,La Crosse County,118041
50,2,3,55,65,Wisconsin,Lafayette County,16672
50,2,3,55,67,Wisconsin,Langlade County,19236
50,2,3,55,69,Wisconsin,Lincoln County,27673
50,2,3,55,71,Wisconsin,Manitowoc County,79015
50,2,3,55,73,Wisconsin,Marathon County,135421
50,2,3,55,75,Wisconsin,Marinette County,40402
50,2,3,55,77,Wisconsin,Marquette County,15418
50,2,3,55,78,Wisconsin,Menominee County,4595
50,2,3,55,79,Wisconsin,Milwaukee County,946969
50,2,3,55,81,Wisconsin,Monroe County,46141
50,2,3,55,83,Wisconsin,Oconto County,37824
50,2,3,55,85,Wisconsin,Oneida County,35444
50,2,3,55,87,Wisconsin,Outagamie County,186879
50,2,3,55,89,Wisconsin,Ozaukee County,89059
50,2,3,55,91,Wisconsin,Pepin County,7304
50,2,3,55,93,Wisconsin,Pierce County,42592
50,2,3,55,95,Wisconsin,Polk County,43568
50,2,3,55,97,Wisconsin,Portage County,70850
50,2,3,55,99,Wisconsin,Price County,13357
50,2,3,55,101,Wisconsin,Racine County,196357
50,2,3,55,103,Wisconsin,Richland County,17397
50,2,3,55,105,Wisconsin,Rock County,162874
50,2,3,55,107,Wisconsin,Rusk County,14110
50,2,3,55,109,Wisconsin,St. Croix County,89688
50,2,3,55,111,Wisconsin,Sauk County,64318
50,2,3,55,113,Wisconsin,Sawyer County,16464
50,2,3,55,115,Wisconsin,Shawano County,40771
50,2,3,55,117,Wisconsin,Sheboygan County,115233
50,2,3,55,119,Wisconsin,Taylor County,20364
50,2,3,55,121,Wisconsin,Trempealeau County,29494
50,2,3,55,123,Wisconsin,Vernon County,30772
50,2,3,55,125,Wisconsin,Vilas County,21928
50,2,3,55,127,Wisconsin,Walworth County,103550
50,2,3,55,129,Wisconsin,Washburn County,15837
50,2,3,55,131,Wisconsin,Washington County,135445
50,2,3,55,133,Wisconsin,Waukesha County,402522
50,2,3,55,135,Wisconsin,Waupaca County,51130
50,2,3,55,137,Wisconsin,Waushara County,24267
50,2,3,55,139,Wisconsin,Winnebago County,170878
50,2,3,55,141,Wisconsin,Wood County,72954
40,4,8,56,0,Wyoming,Wyoming,577601
50,4,8,56,1,Wyoming,Albany County,38728
50,4,8,56,3,Wyoming,Big Horn County,11877
50,4,8,56,5,Wyoming,Campbell County,46299
50,4,8,56,7,Wyoming,Carbon County,14879
50,4,8,56,9,Wyoming,Converse County,13658
50,4,8,56,11,Wyoming,Crook County,7445
50,4,8,56,13,Wyoming,Fremont County,39561
50,4,8,56,15,Wyoming,Goshen County,13292
50,4,8,56,17,Wyoming,Hot Springs County,4568
50,4,8,56,19,Wyoming,Johnson County,8446
50,4,8,56,21,Wyoming,Laramie County,98865
50,4,8,56,23,Wyoming,Lincoln County,19445
50,4,8,56,25,Wyoming,Natrona County,79175
50,4,8,56,27,Wyoming,Niobrara County,2400
50,4,8,56,29,Wyoming,Park County,29210
50,4,8,56,31,Wyoming,Platte County,8516
50,4,8,56,33,Wyoming,Sheridan County,30219
50,4,8,56,35,Wyoming,Sublette County,9798
50,4,8,56,37,Wyoming,Sweetwater County,42858
50,4,8,56,39,Wyoming,Teton County,23269
50,4,8,56,41,Wyoming,Uinta County,20292
50,4,8,56,43,Wyoming,Washakie County,7877
50,4,8,56,45,Wyoming,Weston County,6924
